month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,source,remaining_lease,remaining_lease_years,remaining_lease_months,remaining_lease_computed,failure_reason,rid
2015-08-01,BEDOK,5 ROOM,99,BEDOK NTH AVE 4,16 TO 18,123.0,Standard,1978,547500.0,Jan2015-Dec2016 (Registration),62.0,50,6,50 years 06 months,key_duplicate,
2015-08-01,BEDOK,3 ROOM,202,BEDOK NTH ST 1,07 TO 09,67.0,New Generation,1979,350000.0,Jan2015-Dec2016 (Registration),62.0,51,6,51 years 06 months,key_duplicate,
2015-08-01,HOUGANG,3 ROOM,631,HOUGANG AVE 8,04 TO 06,60.0,Improved,1985,245000.0,Jan2015-Dec2016 (Registration),69.0,57,6,57 years 06 months,key_duplicate,
2015-08-01,CLEMENTI,3 ROOM,339,CLEMENTI AVE 5,07 TO 09,67.0,New Generation,1979,365000.0,Jan2015-Dec2016 (Registration),63.0,51,6,51 years 06 months,key_duplicate,
2015-08-01,CLEMENTI,3 ROOM,429,CLEMENTI AVE 3,10 TO 12,67.0,New Generation,1978,378888.0,Jan2015-Dec2016 (Registration),61.0,50,6,50 years 06 months,key_duplicate,
2015-09-01,SEMBAWANG,EXECUTIVE,503A,CANBERRA LINK,10 TO 12,130.0,Apartment,2001,500000.0,Jan2015-Dec2016 (Registration),84.0,73,6,73 years 06 months,key_duplicate,
2015-09-01,SENGKANG,4 ROOM,227A,COMPASSVALE DR,01 TO 03,101.0,Model A,1999,369000.0,Jan2015-Dec2016 (Registration),83.0,71,6,71 years 06 months,key_duplicate,
2015-09-01,SEMBAWANG,EXECUTIVE,468D,ADMIRALTY DR,13 TO 15,137.0,Premium Apartment,2001,480000.0,Jan2015-Dec2016 (Registration),84.0,73,6,73 years 06 months,key_duplicate,
2015-09-01,SEMBAWANG,4 ROOM,357A,ADMIRALTY DR,13 TO 15,95.0,Premium Apartment,2001,385000.0,Jan2015-Dec2016 (Registration),84.0,73,6,73 years 06 months,key_duplicate,
2015-09-01,SERANGOON,3 ROOM,147,SERANGOON NTH AVE 1,07 TO 09,64.0,Simplified,1988,280000.0,Jan2015-Dec2016 (Registration),71.0,60,6,60 years 06 months,key_duplicate,
2015-09-01,SENGKANG,5 ROOM,206A,COMPASSVALE LANE,04 TO 06,122.0,Improved,1999,445000.0,Jan2015-Dec2016 (Registration),82.0,71,6,71 years 06 months,key_duplicate,
2015-09-01,SENGKANG,5 ROOM,318C,ANCHORVALE LINK,10 TO 12,110.0,Premium Apartment,2003,448000.0,Jan2015-Dec2016 (Registration),86.0,75,6,75 years 06 months,key_duplicate,
2015-09-01,QUEENSTOWN,4 ROOM,61C,STRATHMORE AVE,25 TO 27,98.0,Model A,2011,765000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,key_duplicate,
2015-09-01,PUNGGOL,4 ROOM,301D,PUNGGOL PL,04 TO 06,93.0,Premium Apartment,2011,440000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,key_duplicate,
2015-09-01,PUNGGOL,5 ROOM,176C,EDGEFIELD PLAINS,13 TO 15,111.0,Improved,2003,455000.0,Jan2015-Dec2016 (Registration),86.0,75,6,75 years 06 months,key_duplicate,
2015-09-01,YISHUN,3 ROOM,630,YISHUN ST 61,07 TO 09,73.0,Model A,1988,300000.0,Jan2015-Dec2016 (Registration),71.0,60,6,60 years 06 months,key_duplicate,
2015-09-01,TAMPINES,4 ROOM,165,SIMEI RD,04 TO 06,104.0,Model A,1989,428888.0,Jan2015-Dec2016 (Registration),72.0,61,6,61 years 06 months,key_duplicate,
2015-09-01,TAMPINES,4 ROOM,916,TAMPINES ST 91,04 TO 06,104.0,Model A,1984,425000.0,Jan2015-Dec2016 (Registration),68.0,56,6,56 years 06 months,key_duplicate,
2015-09-01,TAMPINES,3 ROOM,113,TAMPINES ST 11,07 TO 09,79.0,Model A,1982,330000.0,Jan2015-Dec2016 (Registration),65.0,54,6,54 years 06 months,key_duplicate,
2015-09-01,WOODLANDS,3 ROOM,24,MARSILING DR,10 TO 12,67.0,New Generation,1977,268000.0,Jan2015-Dec2016 (Registration),60.0,49,6,49 years 06 months,key_duplicate,
2015-09-01,CENTRAL AREA,4 ROOM,1G,CANTONMENT RD,31 TO 33,93.0,Type S1,2011,850000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,key_duplicate,
2015-09-01,ANG MO KIO,3 ROOM,443,ANG MO KIO AVE 10,07 TO 09,67.0,New Generation,1979,313000.0,Jan2015-Dec2016 (Registration),62.0,51,6,51 years 06 months,key_duplicate,
2015-09-01,JURONG WEST,5 ROOM,678C,JURONG WEST ST 64,07 TO 09,110.0,Premium Apartment,2008,470000.0,Jan2015-Dec2016 (Registration),91.0,80,6,80 years 06 months,key_duplicate,
2015-09-01,CLEMENTI,3 ROOM,309,CLEMENTI AVE 4,04 TO 06,67.0,New Generation,1980,345000.0,Jan2015-Dec2016 (Registration),63.0,52,6,52 years 06 months,key_duplicate,
2015-09-01,CLEMENTI,3 ROOM,346,CLEMENTI AVE 5,04 TO 06,67.0,New Generation,1979,350000.0,Jan2015-Dec2016 (Registration),62.0,51,6,51 years 06 months,key_duplicate,
2015-10-01,SENGKANG,5 ROOM,229,COMPASSVALE WALK,13 TO 15,123.0,Improved,1999,463000.0,Jan2015-Dec2016 (Registration),82.0,71,6,71 years 06 months,key_duplicate,
2015-10-01,PUNGGOL,4 ROOM,642C,PUNGGOL DR,16 TO 18,90.0,Premium Apartment,2005,380000.0,Jan2015-Dec2016 (Registration),88.0,77,6,77 years 06 months,key_duplicate,
2015-10-01,PUNGGOL,5 ROOM,171B,EDGEDALE PLAINS,04 TO 06,110.0,Improved,2004,390000.0,Jan2015-Dec2016 (Registration),87.0,76,6,76 years 06 months,key_duplicate,
2015-10-01,WOODLANDS,5 ROOM,690B,WOODLANDS DR 75,13 TO 15,110.0,Premium Apartment,2004,395000.0,Jan2015-Dec2016 (Registration),87.0,76,6,76 years 06 months,key_duplicate,
2015-10-01,YISHUN,4 ROOM,404,YISHUN AVE 6,10 TO 12,84.0,Simplified,1988,305000.0,Jan2015-Dec2016 (Registration),71.0,60,6,60 years 06 months,key_duplicate,
2015-10-01,YISHUN,4 ROOM,404,YISHUN AVE 6,10 TO 12,84.0,Simplified,1988,288000.0,Jan2015-Dec2016 (Registration),71.0,60,6,60 years 06 months,key_duplicate,
2015-10-01,YISHUN,3 ROOM,761,YISHUN ST 72,04 TO 06,64.0,Simplified,1986,285000.0,Jan2015-Dec2016 (Registration),69.0,58,6,58 years 06 months,key_duplicate,
2015-10-01,TAMPINES,EXECUTIVE,111,SIMEI ST 1,01 TO 03,146.0,Maisonette,1987,678000.0,Jan2015-Dec2016 (Registration),71.0,59,6,59 years 06 months,key_duplicate,
2015-10-01,TOA PAYOH,3 ROOM,158,LOR 1 TOA PAYOH,04 TO 06,65.0,Improved,1972,318000.0,Jan2015-Dec2016 (Registration),55.0,44,6,44 years 06 months,key_duplicate,
2015-10-01,BUKIT BATOK,4 ROOM,116,BT BATOK WEST AVE 6,01 TO 03,107.0,Model A,1984,410000.0,Jan2015-Dec2016 (Registration),68.0,56,6,56 years 06 months,key_duplicate,
2015-10-01,BUKIT BATOK,3 ROOM,363,BT BATOK ST 31,01 TO 03,68.0,New Generation,1987,273000.0,Jan2015-Dec2016 (Registration),71.0,59,6,59 years 06 months,key_duplicate,
2015-10-01,BUKIT BATOK,3 ROOM,267,BT BATOK EAST AVE 4,01 TO 03,64.0,Simplified,1987,255000.0,Jan2015-Dec2016 (Registration),70.0,59,6,59 years 06 months,key_duplicate,
2015-10-01,BUKIT MERAH,3 ROOM,41,KIM CHENG ST,01 TO 03,88.0,Standard,1973,643000.0,Jan2015-Dec2016 (Registration),56.0,45,6,45 years 06 months,key_duplicate,
2015-10-01,BEDOK,3 ROOM,509,BEDOK NTH ST 3,01 TO 03,67.0,New Generation,1979,282000.0,Jan2015-Dec2016 (Registration),62.0,51,6,51 years 06 months,key_duplicate,
2015-10-01,ANG MO KIO,3 ROOM,151,ANG MO KIO AVE 5,10 TO 12,68.0,New Generation,1981,302888.0,Jan2015-Dec2016 (Registration),64.0,53,6,53 years 06 months,key_duplicate,
2015-10-01,BEDOK,4 ROOM,404,BEDOK NTH AVE 3,10 TO 12,92.0,New Generation,1980,455000.0,Jan2015-Dec2016 (Registration),63.0,52,6,52 years 06 months,key_duplicate,
2015-10-01,BEDOK,4 ROOM,122,BEDOK RESERVOIR RD,07 TO 09,84.0,Simplified,1987,390000.0,Jan2015-Dec2016 (Registration),70.0,59,6,59 years 06 months,key_duplicate,
2015-10-01,BEDOK,4 ROOM,37,BEDOK STH AVE 2,13 TO 15,84.0,Improved,1977,355000.0,Jan2015-Dec2016 (Registration),60.0,49,6,49 years 06 months,key_duplicate,
2015-10-01,BEDOK,4 ROOM,37,BEDOK STH AVE 2,10 TO 12,84.0,Improved,1977,352000.0,Jan2015-Dec2016 (Registration),60.0,49,6,49 years 06 months,key_duplicate,
2015-10-01,JURONG EAST,3 ROOM,321,JURONG EAST ST 31,04 TO 06,74.0,Model A,1984,335000.0,Jan2015-Dec2016 (Registration),68.0,56,6,56 years 06 months,key_duplicate,
2015-10-01,HOUGANG,3 ROOM,309,HOUGANG AVE 5,10 TO 12,67.0,New Generation,1982,305000.0,Jan2015-Dec2016 (Registration),66.0,54,6,54 years 06 months,key_duplicate,
2015-10-01,HOUGANG,3 ROOM,321,HOUGANG AVE 5,04 TO 06,67.0,New Generation,1983,280000.0,Jan2015-Dec2016 (Registration),66.0,55,6,55 years 06 months,key_duplicate,
2015-10-01,HOUGANG,4 ROOM,925,HOUGANG ST 91,07 TO 09,100.0,Model A,1998,392000.0,Jan2015-Dec2016 (Registration),81.0,70,6,70 years 06 months,key_duplicate,
2015-10-01,CHOA CHU KANG,4 ROOM,294,CHOA CHU KANG AVE 2,01 TO 03,104.0,Model A,1990,333888.0,Jan2015-Dec2016 (Registration),73.0,62,6,62 years 06 months,key_duplicate,
2015-10-01,GEYLANG,3 ROOM,21,BALAM RD,04 TO 06,60.3,Standard,1967,245000.0,Jan2015-Dec2016 (Registration),50.0,39,6,39 years 06 months,key_duplicate,
2015-10-01,CLEMENTI,5 ROOM,605,CLEMENTI WEST ST 1,19 TO 21,119.0,Improved,1979,595000.0,Jan2015-Dec2016 (Registration),63.0,51,6,51 years 06 months,key_duplicate,
2015-10-01,CLEMENTI,3 ROOM,305,CLEMENTI AVE 4,04 TO 06,67.0,New Generation,1979,340000.0,Jan2015-Dec2016 (Registration),62.0,51,6,51 years 06 months,key_duplicate,
2015-11-01,SENGKANG,4 ROOM,441D,FERNVALE RD,19 TO 21,94.0,Model A,2012,456000.0,Jan2015-Dec2016 (Registration),95.0,84,6,84 years 06 months,key_duplicate,
2015-11-01,KALLANG/WHAMPOA,4 ROOM,38D,BENDEMEER RD,19 TO 21,89.0,Model A,2012,695000.0,Jan2015-Dec2016 (Registration),95.0,84,6,84 years 06 months,key_duplicate,
2015-11-01,SENGKANG,5 ROOM,203A,COMPASSVALE RD,07 TO 09,110.0,Improved,2000,460000.0,Jan2015-Dec2016 (Registration),84.0,72,6,72 years 06 months,key_duplicate,
2015-11-01,WOODLANDS,3 ROOM,19,MARSILING LANE,04 TO 06,60.0,Improved,1987,245000.0,Jan2015-Dec2016 (Registration),70.0,59,6,59 years 06 months,key_duplicate,
2015-11-01,WOODLANDS,5 ROOM,169,WOODLANDS ST 11,10 TO 12,137.0,Model A,1994,510000.0,Jan2015-Dec2016 (Registration),77.0,66,6,66 years 06 months,key_duplicate,
2015-11-01,TAMPINES,3 ROOM,419,TAMPINES ST 41,04 TO 06,64.0,Simplified,1985,306000.0,Jan2015-Dec2016 (Registration),69.0,57,6,57 years 06 months,key_duplicate,
2015-11-01,SENGKANG,5 ROOM,268D,COMPASSVALE LINK,10 TO 12,111.0,Premium Apartment,2006,538000.0,Jan2015-Dec2016 (Registration),89.0,78,6,78 years 06 months,key_duplicate,
2015-11-01,TAMPINES,4 ROOM,488B,TAMPINES ST 45,07 TO 09,105.0,Model A,1989,405000.0,Jan2015-Dec2016 (Registration),72.0,61,6,61 years 06 months,key_duplicate,
2015-11-01,TAMPINES,5 ROOM,723,TAMPINES ST 72,04 TO 06,120.0,Improved,1997,520000.0,Jan2015-Dec2016 (Registration),80.0,69,6,69 years 06 months,key_duplicate,
2015-11-01,ANG MO KIO,4 ROOM,303,ANG MO KIO AVE 1,10 TO 12,98.0,New Generation,1977,480000.0,Jan2015-Dec2016 (Registration),60.0,49,6,49 years 06 months,key_duplicate,
2015-11-01,BEDOK,3 ROOM,502,BEDOK NTH ST 3,01 TO 03,59.0,Improved,1978,255000.0,Jan2015-Dec2016 (Registration),61.0,50,6,50 years 06 months,key_duplicate,
2015-11-01,JURONG EAST,3 ROOM,250,JURONG EAST ST 24,07 TO 09,67.0,New Generation,1986,291000.0,Jan2015-Dec2016 (Registration),69.0,58,6,58 years 06 months,key_duplicate,
2015-11-01,JURONG EAST,3 ROOM,243,JURONG EAST ST 24,01 TO 03,67.0,New Generation,1983,260000.0,Jan2015-Dec2016 (Registration),66.0,55,6,55 years 06 months,key_duplicate,
2015-11-01,CENTRAL AREA,4 ROOM,1A,CANTONMENT RD,37 TO 39,95.0,Type S1,2011,915000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,key_duplicate,
2015-12-01,KALLANG/WHAMPOA,5 ROOM,17,JLN TENTERAM,16 TO 18,105.0,Improved,2001,594000.0,Jan2015-Dec2016 (Registration),84.0,73,6,73 years 06 months,key_duplicate,
2015-12-01,KALLANG/WHAMPOA,3 ROOM,2,JLN BATU,04 TO 06,60.0,Standard,1969,322000.0,Jan2015-Dec2016 (Registration),52.0,41,6,41 years 06 months,key_duplicate,
2015-12-01,KALLANG/WHAMPOA,3 ROOM,68,GEYLANG BAHRU,07 TO 09,65.0,Improved,1974,320000.0,Jan2015-Dec2016 (Registration),57.0,46,6,46 years 06 months,key_duplicate,
2015-12-01,PUNGGOL,4 ROOM,106B,PUNGGOL FIELD,07 TO 09,90.0,Model A,2003,375000.0,Jan2015-Dec2016 (Registration),86.0,75,6,75 years 06 months,key_duplicate,
2015-12-01,WOODLANDS,5 ROOM,702,WOODLANDS DR 40,07 TO 09,118.0,Improved,1996,415000.0,Jan2015-Dec2016 (Registration),80.0,68,6,68 years 06 months,key_duplicate,
2015-12-01,YISHUN,3 ROOM,354,YISHUN RING RD,01 TO 03,74.0,Model A,1989,285000.0,Jan2015-Dec2016 (Registration),72.0,61,6,61 years 06 months,key_duplicate,
2015-12-01,TAMPINES,4 ROOM,873,TAMPINES ST 84,04 TO 06,104.0,Model A,1988,400000.0,Jan2015-Dec2016 (Registration),72.0,60,6,60 years 06 months,key_duplicate,
2015-12-01,TOA PAYOH,3 ROOM,173,LOR 1 TOA PAYOH,07 TO 09,66.0,Improved,1972,302000.0,Jan2015-Dec2016 (Registration),55.0,44,6,44 years 06 months,key_duplicate,
2015-12-01,BEDOK,3 ROOM,521,BEDOK NTH AVE 1,01 TO 03,67.0,New Generation,1979,280000.0,Jan2015-Dec2016 (Registration),62.0,51,6,51 years 06 months,key_duplicate,
2015-12-01,BEDOK,4 ROOM,53,NEW UPP CHANGI RD,07 TO 09,84.0,Improved,1977,400000.0,Jan2015-Dec2016 (Registration),60.0,49,6,49 years 06 months,key_duplicate,
2015-12-01,BEDOK,3 ROOM,32,CHAI CHEE AVE,04 TO 06,65.0,Improved,1974,290000.0,Jan2015-Dec2016 (Registration),57.0,46,6,46 years 06 months,key_duplicate,
2015-12-01,JURONG EAST,4 ROOM,224,JURONG EAST ST 21,04 TO 06,91.0,New Generation,1984,428000.0,Jan2015-Dec2016 (Registration),67.0,56,6,56 years 06 months,key_duplicate,
2015-12-01,CHOA CHU KANG,EXECUTIVE,759,CHOA CHU KANG NTH 5,04 TO 06,146.0,Maisonette,1995,510000.0,Jan2015-Dec2016 (Registration),78.0,67,6,67 years 06 months,key_duplicate,
2015-12-01,CHOA CHU KANG,4 ROOM,667,CHOA CHU KANG CRES,13 TO 15,103.0,Model A,1999,363000.0,Jan2015-Dec2016 (Registration),82.0,71,6,71 years 06 months,key_duplicate,
2015-12-01,GEYLANG,3 ROOM,87,CIRCUIT RD,07 TO 09,60.0,Improved,1970,255000.0,Jan2015-Dec2016 (Registration),53.0,42,6,42 years 06 months,key_duplicate,
2015-12-01,CLEMENTI,3 ROOM,715,CLEMENTI WEST ST 2,04 TO 06,68.0,New Generation,1981,268000.0,Jan2015-Dec2016 (Registration),64.0,53,6,53 years 06 months,key_duplicate,
2016-01-01,SEMBAWANG,4 ROOM,492,ADMIRALTY LINK,16 TO 18,91.0,Model A,2004,355000.0,Jan2015-Dec2016 (Registration),87.0,76,6,76 years 06 months,key_duplicate,
2016-01-01,SENGKANG,4 ROOM,436D,FERNVALE RD,13 TO 15,96.0,Model A,2010,455000.0,Jan2015-Dec2016 (Registration),93.0,82,6,82 years 06 months,key_duplicate,
2016-01-01,MARINE PARADE,3 ROOM,67,MARINE DR,07 TO 09,65.0,Improved,1976,405000.0,Jan2015-Dec2016 (Registration),59.0,48,6,48 years 06 months,key_duplicate,
2016-01-01,PUNGGOL,4 ROOM,601C,PUNGGOL CTRL,10 TO 12,93.0,Model A,2012,415000.0,Jan2015-Dec2016 (Registration),95.0,84,6,84 years 06 months,key_duplicate,
2016-01-01,WOODLANDS,5 ROOM,897B,WOODLANDS DR 50,04 TO 06,118.0,Improved,1997,389000.0,Jan2015-Dec2016 (Registration),80.0,69,6,69 years 06 months,key_duplicate,
2016-01-01,WOODLANDS,4 ROOM,687B,WOODLANDS DR 75,10 TO 12,94.0,Premium Apartment,2003,376000.0,Jan2015-Dec2016 (Registration),86.0,75,6,75 years 06 months,key_duplicate,
2016-01-01,TAMPINES,3 ROOM,438,TAMPINES ST 43,04 TO 06,74.0,Model A,1985,315000.0,Jan2015-Dec2016 (Registration),68.0,57,6,57 years 06 months,key_duplicate,
2016-01-01,TAMPINES,3 ROOM,467,TAMPINES ST 44,10 TO 12,74.0,Model A,1987,325000.0,Jan2015-Dec2016 (Registration),70.0,59,6,59 years 06 months,key_duplicate,
2016-01-01,TOA PAYOH,3 ROOM,26,TOA PAYOH EAST,04 TO 06,67.0,Improved,1971,298000.0,Jan2015-Dec2016 (Registration),54.0,43,6,43 years 06 months,key_duplicate,
2016-01-01,BUKIT MERAH,3 ROOM,61,TELOK BLANGAH HTS,04 TO 06,67.0,New Generation,1976,300000.0,Jan2015-Dec2016 (Registration),59.0,48,6,48 years 06 months,key_duplicate,
2016-01-01,BUKIT BATOK,3 ROOM,160,BT BATOK ST 11,04 TO 06,73.0,Model A,1984,279000.0,Jan2015-Dec2016 (Registration),67.0,56,6,56 years 06 months,key_duplicate,
2016-01-01,ANG MO KIO,3 ROOM,129,ANG MO KIO AVE 3,04 TO 06,88.0,New Generation,1979,363000.0,Jan2015-Dec2016 (Registration),62.0,51,6,51 years 06 months,key_duplicate,
2016-01-01,BEDOK,4 ROOM,183,BEDOK NTH RD,07 TO 09,92.0,Model A,2005,550000.0,Jan2015-Dec2016 (Registration),88.0,77,6,77 years 06 months,key_duplicate,
2016-01-01,CLEMENTI,3 ROOM,450,CLEMENTI AVE 3,04 TO 06,82.0,New Generation,1980,410000.0,Jan2015-Dec2016 (Registration),63.0,52,6,52 years 06 months,key_duplicate,
2016-02-01,SEMBAWANG,4 ROOM,467,ADMIRALTY DR,07 TO 09,102.0,Premium Apartment,2001,365000.0,Jan2015-Dec2016 (Registration),84.0,73,6,73 years 06 months,key_duplicate,
2016-02-01,SERANGOON,4 ROOM,236,SERANGOON AVE 3,01 TO 03,84.0,Simplified,1985,382000.0,Jan2015-Dec2016 (Registration),68.0,57,6,57 years 06 months,key_duplicate,
2016-02-01,BISHAN,3 ROOM,407,SIN MING AVE,07 TO 09,64.0,Simplified,1986,315000.0,Jan2015-Dec2016 (Registration),69.0,58,6,58 years 06 months,key_duplicate,
2016-02-01,BEDOK,3 ROOM,504,BEDOK NTH ST 3,13 TO 15,59.0,Improved,1978,280000.0,Jan2015-Dec2016 (Registration),61.0,50,6,50 years 06 months,key_duplicate,
2016-02-01,JURONG EAST,3 ROOM,232,JURONG EAST ST 21,04 TO 06,67.0,New Generation,1982,285000.0,Jan2015-Dec2016 (Registration),65.0,54,6,54 years 06 months,key_duplicate,
2016-02-01,CHOA CHU KANG,4 ROOM,25,TECK WHYE LANE,04 TO 06,92.0,New Generation,1979,300000.0,Jan2015-Dec2016 (Registration),62.0,51,6,51 years 06 months,key_duplicate,
2016-03-01,PUNGGOL,4 ROOM,301D,PUNGGOL PL,01 TO 03,93.0,Premium Apartment,2011,400000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,key_duplicate,
2016-03-01,PUNGGOL,4 ROOM,306C,PUNGGOL PL,04 TO 06,97.0,Premium Apartment,2012,510000.0,Jan2015-Dec2016 (Registration),95.0,84,6,84 years 06 months,key_duplicate,
2016-03-01,PASIR RIS,EXECUTIVE,271,PASIR RIS ST 21,01 TO 03,146.0,Apartment,1994,522000.0,Jan2015-Dec2016 (Registration),77.0,66,6,66 years 06 months,key_duplicate,
2016-03-01,YISHUN,4 ROOM,448,YISHUN RING RD,01 TO 03,92.0,Model A,2012,385000.0,Jan2015-Dec2016 (Registration),95.0,84,6,84 years 06 months,key_duplicate,
2016-03-01,YISHUN,4 ROOM,765,YISHUN ST 72,10 TO 12,84.0,Simplified,1985,330000.0,Jan2015-Dec2016 (Registration),68.0,57,6,57 years 06 months,key_duplicate,
2016-03-01,TAMPINES,3 ROOM,462,TAMPINES ST 44,04 TO 06,64.0,Simplified,1987,285000.0,Jan2015-Dec2016 (Registration),70.0,59,6,59 years 06 months,key_duplicate,
2016-03-01,TOA PAYOH,3 ROOM,199,TOA PAYOH NTH,04 TO 06,65.0,Improved,1982,295000.0,Jan2015-Dec2016 (Registration),64.0,54,6,54 years 06 months,key_duplicate,
2016-03-01,BUKIT PANJANG,3 ROOM,104,GANGSA RD,01 TO 03,73.0,Model A,1988,280000.0,Jan2015-Dec2016 (Registration),71.0,60,6,60 years 06 months,key_duplicate,
2016-03-01,ANG MO KIO,4 ROOM,209,ANG MO KIO AVE 3,04 TO 06,91.0,New Generation,1977,400000.0,Jan2015-Dec2016 (Registration),60.0,49,6,49 years 06 months,key_duplicate,
2016-03-01,BEDOK,3 ROOM,525,BEDOK NTH ST 3,07 TO 09,67.0,New Generation,1979,290000.0,Jan2015-Dec2016 (Registration),62.0,51,6,51 years 06 months,key_duplicate,
2016-03-01,BEDOK,3 ROOM,21,CHAI CHEE RD,10 TO 12,65.0,Improved,1972,262000.0,Jan2015-Dec2016 (Registration),55.0,44,6,44 years 06 months,key_duplicate,
2016-03-01,ANG MO KIO,3 ROOM,333,ANG MO KIO AVE 1,04 TO 06,68.0,New Generation,1981,340000.0,Jan2015-Dec2016 (Registration),63.0,53,6,53 years 06 months,key_duplicate,
2016-03-01,BEDOK,5 ROOM,405,BEDOK NTH AVE 3,10 TO 12,118.0,Improved,1980,630000.0,Jan2015-Dec2016 (Registration),63.0,52,6,52 years 06 months,key_duplicate,
2016-03-01,BEDOK,3 ROOM,550,BEDOK NTH AVE 1,07 TO 09,68.0,New Generation,1980,305000.0,Jan2015-Dec2016 (Registration),63.0,52,6,52 years 06 months,key_duplicate,
2016-03-01,JURONG WEST,3 ROOM,511,JURONG WEST ST 52,04 TO 06,74.0,Model A,1984,280000.0,Jan2015-Dec2016 (Registration),67.0,56,6,56 years 06 months,key_duplicate,
2016-03-01,CHOA CHU KANG,4 ROOM,446,CHOA CHU KANG AVE 4,04 TO 06,100.0,Model A,1997,330000.0,Jan2015-Dec2016 (Registration),80.0,69,6,69 years 06 months,key_duplicate,
2016-03-01,GEYLANG,3 ROOM,9,HAIG RD,01 TO 03,59.0,Improved,1976,285000.0,Jan2015-Dec2016 (Registration),59.0,48,6,48 years 06 months,key_duplicate,
2016-03-01,GEYLANG,2 ROOM,109,ALJUNIED CRES,10 TO 12,45.0,Improved,1986,239888.0,Jan2015-Dec2016 (Registration),68.0,58,6,58 years 06 months,key_duplicate,
2016-03-01,GEYLANG,4 ROOM,44,SIMS DR,13 TO 15,88.0,Improved,1975,388000.0,Jan2015-Dec2016 (Registration),58.0,47,6,47 years 06 months,key_duplicate,
2016-03-01,CLEMENTI,3 ROOM,701,WEST COAST RD,04 TO 06,67.0,New Generation,1980,293000.0,Jan2015-Dec2016 (Registration),63.0,52,6,52 years 06 months,key_duplicate,
2016-04-01,SENGKANG,4 ROOM,443A,FERNVALE RD,04 TO 06,94.0,Model A,2012,415000.0,Jan2015-Dec2016 (Registration),95.0,84,6,84 years 06 months,key_duplicate,
2016-04-01,SENGKANG,4 ROOM,210A,COMPASSVALE LANE,07 TO 09,93.0,Model A,2013,425000.0,Jan2015-Dec2016 (Registration),95.0,85,6,85 years 06 months,key_duplicate,
2016-04-01,SEMBAWANG,EXECUTIVE,423,CANBERRA RD,04 TO 06,130.0,Apartment,2001,455000.0,Jan2015-Dec2016 (Registration),83.0,73,6,73 years 06 months,key_duplicate,
2016-04-01,SENGKANG,4 ROOM,443A,FERNVALE RD,16 TO 18,94.0,Model A,2012,445000.0,Jan2015-Dec2016 (Registration),95.0,84,6,84 years 06 months,key_duplicate,
2016-04-01,SENGKANG,4 ROOM,411A,FERNVALE RD,22 TO 24,96.0,Premium Apartment,2012,459000.0,Jan2015-Dec2016 (Registration),95.0,84,6,84 years 06 months,key_duplicate,
2016-04-01,SENGKANG,5 ROOM,313A,ANCHORVALE RD,13 TO 15,110.0,Premium Apartment,2003,438000.0,Jan2015-Dec2016 (Registration),86.0,75,6,75 years 06 months,key_duplicate,
2016-04-01,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,10 TO 12,68.0,Improved,1972,368000.0,Jan2015-Dec2016 (Registration),54.0,44,6,44 years 06 months,key_duplicate,
2016-04-01,PUNGGOL,EXECUTIVE,118,EDGEFIELD PLAINS,13 TO 15,130.0,Premium Apartment,2003,560000.0,Jan2015-Dec2016 (Registration),86.0,75,6,75 years 06 months,key_duplicate,
2016-04-01,PUNGGOL,4 ROOM,614B,EDGEFIELD PLAINS,07 TO 09,92.0,Model A,2012,420000.0,Jan2015-Dec2016 (Registration),95.0,84,6,84 years 06 months,key_duplicate,
2016-04-01,WOODLANDS,5 ROOM,687C,WOODLANDS DR 75,07 TO 09,114.0,Premium Apartment,2003,430000.0,Jan2015-Dec2016 (Registration),85.0,75,6,75 years 06 months,key_duplicate,
2016-04-01,YISHUN,4 ROOM,410,YISHUN RING RD,04 TO 06,104.0,Model A,1988,370000.0,Jan2015-Dec2016 (Registration),71.0,60,6,60 years 06 months,key_duplicate,
2016-04-01,TAMPINES,5 ROOM,233,TAMPINES ST 21,01 TO 03,121.0,Improved,1985,460000.0,Jan2015-Dec2016 (Registration),68.0,57,6,57 years 06 months,key_duplicate,
2016-04-01,TAMPINES,4 ROOM,251,TAMPINES ST 21,04 TO 06,103.0,Model A,1985,470000.0,Jan2015-Dec2016 (Registration),67.0,57,6,57 years 06 months,key_duplicate,
2016-04-01,TAMPINES,3 ROOM,830,TAMPINES ST 82,01 TO 03,70.0,Simplified,1986,315000.0,Jan2015-Dec2016 (Registration),68.0,58,6,58 years 06 months,key_duplicate,
2016-04-01,TAMPINES,3 ROOM,437,TAMPINES ST 43,10 TO 12,74.0,Model A,1986,325000.0,Jan2015-Dec2016 (Registration),69.0,58,6,58 years 06 months,key_duplicate,
